[[10000000.0, 84831.15539550781, 85136.32202148438, 127399.31640625, -1229657.9193922926, 7.6179584163776513, -1229657.9193922926], 487832000.0001, 1.6277416705876426e+30, 4914091.1376999505, 20957615093343.645, 314.49949380738173, 8.0959210282445096e+25, 2137897782952.3586, 0.034000000000000002] 
[[10500000.0, 89103.48815917969, 89408.65478515625, 133807.8155517578, -750772.31733448093, 11.005843236978444, -750772.31733448093], 314565000.0001, 1.408949241013409e+30, 1918.4398704138412, 3579000.4462782387, 0.12709479697395543, 1.0434963116049595e+26, 9446754009983.2539, 9.9205926995163068e-05] 
[[15500000.0, 124197.65014648438, 124807.9833984375, 186601.64184570312, -524261.48580807343, 26.837836278283113, -524261.48580807343], 307104000.0001, 2.096436058114691e+30, 7737814.980820335, 322244352952985.06, 3044.327822881679, 1.0656857225123278e+27, 906263852433.2964, 0.034] 
[[15500000.0, 124197.65014648438, 124807.9833984375, 186601.64184570312, -524261.48580807343, 26.837836278283113, -524261.48580807343], 307104000.0001, 2.096436058114691e+30, 7737814.980820335, 322244352952985.06, 3044.327822881679, 1.0656857225123278e+27, 906263852433.2964, 0.034] 
[[14000000.0, 115958.15124511719, 116263.31787109375, 174089.81018066406, -567699.18577655347, 21.402289995793055, -567699.18577655347], 396957000.0001, 2.0640465233010407e+30, 5704557.2466132995, 51341555894616.039, 662.99554976061859, 5.8071913857784708e+26, 1197719851520.6279, 0.034000000000000002] 
[[15000000.0, 122366.650390625, 122976.98364257812, 183855.14221191406, -404396.25233054202, 29.213997691274958, 29.213997691274958], 310479000.0001, 1.9639709203246881e+30, 2018.4686304312354, 3494185.6687803306, 0.11889558978362617, 8.4617128803435265e+26, 5522759918340.9668, 0.00015160758166268978] 
[[16000000.0, 126028.64990234375, 126638.98315429688, 189348.1414794922, -429509.01660352445, 33.620562629945375, 33.620562629945375], 324334000.0001, 2.1417734593371009e+30, 2058.4759628117818, 3066746.1268125405, 0.10322912046499579, 1.2374038989954692e+27, 4254555965766.6226, 0.00016855953420275759] 
[[17000000.0, 155324.64599609375, 155934.97924804688, 233292.1356201172, -24394633432688452.0, 51.960839408371932, 51.960839408371932], 1000.0001, 0.00010000125663706144, 16999999.0, 39864547517765856.0, 155629.8125220703, 0.00010000000000129687, 0.0001, 0.034000000000000002] 
[[18000000.0, 207202.97241210938, 207813.3056640625, 311109.6252441406, -27349000982180916.0, 81.858048427082579, -27349000982180916.0], 229792000.00010002, 1.7621552340073933e+30, 1896.6306149223617, 5914140.790344079, 0.20526476565048385, 3.4371797316982677e+27, 10718899964921.062, 0.00011374754221917274] 
[[19000000.0, 271287.9638671875, 272508.63037109375, 407542.2790527344, -30472189544148440.0, 133.54424504567697, 133.54424504567697], 207995000.00010002, 1.7120544850018178e+30, 1860.5418619223383, 6798155.1462514186, 0.23705687472680725, 7.4085929237117527e+27, 12798894995141.893, 0.00010283034673380262] 
